title,company,expirence,salary,location,skill,date
Data Analyst,Capital Placement Services,2-4 Yrs,Not disclosed,"New Delhi, Hyderabad/Secunderabad, Gurgaon/Gurugram","['Computer science', 'Data analysis', 'Excel', 'Business Analyst', 'Analytical', 'Market research', 'microsoft azure', 'digital transformation']",30+ DAYS AGO
Data Analyst,Reliance Games,2-5 Yrs,Not disclosed,Pune,"['Communication Skills', 'R', 'Social Media', 'Analytical Skills', 'Data Analysis', 'Data Visualization', 'Data Analyst', 'Tableau']",30+ DAYS AGO
Data Analyst,Cyient,2-3 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Python', 'Cloud', 'MS SQL', 'Big Data', 'AWS', 'Tableau', 'SAS']",30+ DAYS AGO
Data Analyst,Powerhouse91,1-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['Computer science', 'SAN', 'Analytical', 'SOC', 'SMS', 'Data Analyst', 'Operations', 'CRM']",30+ DAYS AGO
Data Analyst I,Venator Holdings,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Agile', 'Python', 'NoSQL', 'RDBMS', 'verbal communication', 'analytical', 'Lean', 'Data Modelling']",30+ DAYS AGO
Data Analyst,OneMagnify,3-5 Yrs,Not disclosed,Chennai,"['Basic', 'data science', 'Machine learning', 'Programming', 'power bi', 'Data Analyst', 'QlikView', 'Individual Contributor']",30+ DAYS AGO
Data Analyst,Netomi,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['SAN', 'TAM', 'Google Analytics', 'GCP', 'Customer satisfaction', 'Machine learning', 'Data collection', 'Customer service']",25 DAYS AGO
Data Analyst,Netomi,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['SAN', 'TAM', 'Google Analytics', 'GCP', 'Customer satisfaction', 'Machine learning', 'Data collection', 'Customer service']",25 DAYS AGO
Data Analyst,Coditas Technologies Pvt Ltd,1-4 Yrs,Not disclosed,Pune,"['IT Skills', 'Python', 'Data Science', 'Cloud', 'Big Data', 'AWS', 'Tableau', 'Backend']",25 DAYS AGO
Python Data Analyst,Inecta India Pvt Ltd,5-10 Yrs,Not disclosed,Remote,"['Data Visualisation', 'Flask', 'REST API', 'Dash', 'Azure', 'Databricks', 'cloud', 'numpy']",25 DAYS AGO
Tableau SQL and Python Data Analyst,Momenta Group Global,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Power Bi', 'Data Visualization', 'Process Improvement', 'Data Analyst', 'Tableau', 'Data Governance', 'Sql', 'Python']",30+ DAYS AGO
Data Analyst,SA Tech Software (I) Pvt. Ltd.,3-6 Yrs,Not disclosed,"Mumbai, Navi Mumbai","['Mallet', 'Topic Modeling', 'Entity Extraction', 'Classification', 'OpenNLP', 'Natural Language', 'R', 'Theano']",30+ DAYS AGO
Data Analyst,Ameriprise Financial,1-2 Yrs,Not disclosed,Noida,"['Campaign management', 'Business analysis', 'data manipulation', 'Analytical', 'Financial planning', 'SAS Programming', 'Data Analyst', 'Asset management']",30+ DAYS AGO
Data Analyst - Financial Divisions,ARDEM Data Services Private Limited,1-4 Yrs,Not disclosed,Lucknow,"['Application Development', 'Excel', 'Typing Speed', 'Accounting', 'Expenses', 'Ms Office', 'Data Analysis', 'Payments']",30+ DAYS AGO
Data Analyst,Hitachi ABB Power Grids,3-6 Yrs,Not disclosed,Chennai,"['Procurement', 'Computer science', 'Data analysis', 'Costing', 'Diagnostics', 'Manufacturing process', 'Power distribution', 'Analytics']",30+ DAYS AGO
Product Data Analyst / Specialist,HyreFox Consultants Pvt Ltd,2-7 Yrs,Not disclosed,Jaipur,"['Communication Skills', 'Visual Basic', 'Vba', 'Data Analysis', 'Advanced Excel', 'Macros', 'Sql', 'Python']",30+ DAYS AGO
Spend and Master Data Analyst,Pcura Consulting Pvt. Ltd,2-5 Yrs,Not disclosed,Mumbai,"['assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL']",30+ DAYS AGO
Operations Specialist - Data Analyst,PubMatic,2-5 Yrs,Not disclosed,Pune,"['Java', 'Ms Office', 'Mysql', 'Problem Solving', 'Php', 'Data Analyst', 'Added Advantage', 'Python']",30+ DAYS AGO
"Data Analyst - Python, Big data(Spark/Hive)",TransUnion,3-5 Yrs,Not disclosed,Chennai,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Cloud', 'Project Management', 'Big Data', 'Data analysis']",30+ DAYS AGO
Big Data Analyst - Part time,Write Academy,1-6 Yrs,Not disclosed,Chennai,"['NoSQL', 'cassandra', 'spark', 'MySQL', 'big data analyst', 'MongoDB', 'Oracle', 'SQL']",30+ DAYS AGO
Data Analyst: CPR,RGF Professional Recruitment,2-7 Yrs,Not disclosed,Gurgaon,"['Defect analysis', 'Excel', 'Analytical', 'Intellectual property', 'Management consulting', 'Data Analyst', 'Property management', 'Analytics']",30+ DAYS AGO
Data Analyst R SAS,DEFTeam Solutions Private Limited,3-6 Yrs,Not disclosed,Hyderabad,"['Data analysis', 'SAS', 'Linux', 'Analytical', 'Machine learning', 'Engineering Manager', 'Windows', 'Data mining']",30+ DAYS AGO
Data Analyst (R/SAS),DEFTeam Solutions Private Limited,3-6 Yrs,Not disclosed,Kannur,"['Data analysis', 'SAS', 'Linux', 'Analytical', 'Machine learning', 'Engineering Manager', 'Windows', 'Data mining']",30+ DAYS AGO
Proteomics Bioinformatics Data Analyst,Arraygen Technologies Pvt Ltd,2-5 Yrs,Not disclosed,Pune,"['dynamics', 'de novo prediction', 'molecular dynamics', 'structure visualization', 'Drug discovery', 'analysis', 'Proteomics', 'Life sciences']",30+ DAYS AGO
Data Analyst,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,3-5 Yrs,Not disclosed,Mumbai,"['Data analysis', 'Excel', 'Sales', 'Business analytics', 'Analytical', 'Data collection', 'MS Office tools', 'Packaging']",30+ DAYS AGO
Salesforce Data Analyst,FutureSoft (India),4-8 Yrs,Not disclosed,Chennai,"['databases', 'integration', 'VB', 'ASP', 'CSS', 'Salesforce', 'AJAX', 'SQL']",30+ DAYS AGO
Clinical Data Analyst,Devoted Health,1-4 Yrs,Not disclosed,Remote,"['Health insurance', 'Clinical operations', 'clinical development', 'Healthcare', 'Clinical Data Analyst', 'data visualization', 'Business intelligence', 'Analytics']",30+ DAYS AGO
Data Analyst,RPA Infotech Pvt.Ltd,1-3 Yrs,Not disclosed,Gurgaon,"['BPO', 'data analysis', 'MS SQL', 'Excel', 'Bfsi', 'Business analytics', 'Postgresql', 'MySQL']",30+ DAYS AGO
Data Analyst,WinZO,1-3 Yrs,Not disclosed,New Delhi,"['Data Quality', 'Algorithms', 'Analytical Skills', 'Database Design', 'Data Mining', 'Data Analyst', 'Tableau', 'Sql']",30+ DAYS AGO
Data Analyst,AISpotters,3-6 Yrs,Not disclosed,Madurai,"['IT Skills', 'Artificial Intelligence', 'BPO', 'Training', 'Mobile technology', 'Data analysis', 'Interpersonal skills', 'TOEFL']",30+ DAYS AGO
Data Analyst,ebizon,1-3 Yrs,Not disclosed,"Noida, New Delhi","['Data Analysis', 'SQL', 'oral communication', 'HIVE', 'written', 'Consulting', 'Video conferencing', 'E-commerce']",30+ DAYS AGO
Data Analyst,ebizon,1-3 Yrs,Not disclosed,"Noida, New Delhi","['oral communication', 'Data Analysis', 'SQL', 'written', 'HIVE', 'Consulting', 'Video conferencing', 'E-commerce']",30+ DAYS AGO
Data Analyst,Ajira,5-10 Yrs,Not disclosed,Chennai,"['IT Skills', 'Python', 'Tableau', 'Power BI', 'Manager Technology', 'Data Analyst', 'Open source', 'big data']",30+ DAYS AGO
Contract Data Analyst,Enlighta Solutions,2-7 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Testing', 'Quality Assurance', 'QA', 'Manager Quality Assurance', 'Web technologies', 'Functional testing', 'Compliance management']",30+ DAYS AGO
Data Analyst,Enest Technologies Pvt Ltd,5-10 Yrs,Not disclosed,Mohali,"['IT Skills', 'Oracle', 'Tableau', 'Power BI', 'Automation', 'Web analytics', 'Business analysis', 'Data modeling']",30+ DAYS AGO
Specialist Data Analyst,ZF India Private Limited,4-9 Yrs,Not disclosed,Pune,"['SQL', 'Power BI', 'analytical', 'IT Skills', 'Analytical skills', 'Data dictionary', 'ERP', 'Data Analyst']",30+ DAYS AGO
Data Analyst,Diverse Lynx,1-5 Yrs,Not disclosed,Pune,"['project life cycle', 'Macro express', 'VBA', 'AS400', 'SQL', 'change management', 'MIS', 'Billing']",30+ DAYS AGO
Clinical Data Analyst,CLINAARC CLINICAL DATAMANAGEMENT PRIVATE LIMITED,1-6 Yrs,Not disclosed,Nagpur,['Clinical Data Analyst'],30+ DAYS AGO
Data Analyst,T & A Solutions,1-6 Yrs,Not disclosed,Chandigarh,"['Analytical skills', 'Data analysis', 'analytical', 'Data Analyst', 'it', 'Data mining', 'MS Office', 'microsoft']",30+ DAYS AGO
Data Analyst,Themessagegifts,3-8 Yrs,Not disclosed,Jaipur,"['B2B', 'Excel', 'B2C', 'Online sales', 'Data Analyst', 'MS Office', 'Powerpoint', 'MS Office Word']",30+ DAYS AGO
Data Analyst,Beno Staffing,1-2 Yrs,Not disclosed,Ghaziabad,"['PDF', 'Financial projections', 'Financial reporting', 'Staffing', 'KPI', 'Data Analyst', 'Budgeting', 'Management']",30+ DAYS AGO
Data Analyst,Toppr,1-3 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Business Strategy', 'Communication Skills', 'School', 'Business Analyst', 'Management Consulting', 'Problem Solving', 'Data Analyst', 'Sql']",30+ DAYS AGO
Data Analyst,ASI-Apex Sourcing,1-5 Yrs,Not disclosed,Delhi,"['excel', 'communication', 'Data collection', 'Advanced Excel', 'Data Analyst']",30+ DAYS AGO
Data Analyst,Advanced Risk Analytics Private Limited,2-6 Yrs,Not disclosed,Ahmedabad,"['verbal communication', 'written', 'CV', 'Environmental science', 'Image processing', 'Technical', 'Data collection', 'Data processing']",30+ DAYS AGO
Data Analyst,HEXONICA,3-5 Yrs,Not disclosed,Pune,"['SQL queries', 'SQL', 'IT Skills', 'Testing', 'Computer science', 'Data analysis', 'Data modeling', 'Bfsi']",30+ DAYS AGO
Data Analyst,OneMagnify,1-3 Yrs,Not disclosed,Chennai,"['SQL queries', 'VB SCRIPT', 'Data modeling', 'Schema', 'Data structures', 'Data Analyst', 'Unit testing', 'QlikView']",30+ DAYS AGO
Data Analyst,Rochem Separation Systems India Pvt Ltd,2-3 Yrs,Not disclosed,banda,"['ERP', 'Automation', 'SAP ERP', 'Excel', 'Coding', 'Data collection', 'VB', 'Macros']",30+ DAYS AGO
Data Analyst,GlowTouch Technologies,4-9 Yrs,Not disclosed,Mangalore,"['ISMS', 'PDF', 'Business Analyst', 'Manager Technology', 'Application development', 'Data Analyst', 'JPEG', 'ITES']",30+ DAYS AGO
Data Analyst R SAS,DEFTeam Solutions Private Limited,3-6 Yrs,Not disclosed,Noida,"['Data analysis', 'SAS', 'Linux', 'Analytical', 'Machine learning', 'Engineering Manager', 'Windows', 'Data mining']",30+ DAYS AGO
Data Analyst,REWISE ANALYTICS & TECHNOLOGIES PRIVATE LIMITED,3-6 Yrs,Not disclosed,Pune,"['MS - Excel', 'MS Office', 'communication', 'Advanced Excel', 'Excel', 'Data Analyst', 'Management', 'Human resource management']",30+ DAYS AGO
Data Analyst,AgreeYa,3-11 Yrs,Not disclosed,Gurgaon/Gurugram,"['analytical', 'SAS SQL', 'SAS', 'SQL', 'Computer science', 'Analytical skills', 'Economics', 'Data Analyst']",30+ DAYS AGO
SQE Data Analyst,Trimble,4-7 Yrs,Not disclosed,Chennai,"['IT Skills', 'Oracle', 'Automation', 'oracle agile', 'Cognos', 'Analytical', 'Supply chain operations', 'Quality engineering']",30+ DAYS AGO
Data Analyst - Quantum,E2E Research,2-5 Yrs,Not disclosed,New Delhi,"['Data validation', 'Data conversion', 'Data Analyst', 'SPSS', 'WinCross']",30+ DAYS AGO
Data Analyst (ETL Tools),Alpha Analytics Services Pvt Ltd,2-4 Yrs,Not disclosed,Pune,"['Data modeling', 'Consulting', 'Data Analyst', 'Scheduling', 'Informatica', 'Stored procedures', 'Unit testing', 'Pentaho']",30+ DAYS AGO
Data Analyst - Partnerships and Growth,"E-commerce company, Beauty, Wellness and Fashion products",3-4 Yrs,Not disclosed,Mumbai,"['Strategic Thinking', 'Data Analysis', 'Partnerships']",30+ DAYS AGO
Data Analyst,Right Step Consulting,1-3 Yrs,Not disclosed,Gurgaon,"['Excel', 'Analytical', 'Market research', 'PHP', 'Data Analyst', 'Data quality', 'Data mining', 'Forecasting']",30+ DAYS AGO
Data Analyst,Right Step Consulting,1-4 Yrs,Not disclosed,Gurgaon,"['MS Access', 'MySQL', 'PHP', 'Data Analyst', 'MS Office', 'Oracle', 'Business intelligence', 'Macros']",30+ DAYS AGO
Looking Data Analyst For Denave in Noida,Denave India Pvt Ltd.,2-7 Yrs,"3,00,000 - 7,00,000 PA.","Noida
(WFH during Covid)","['IT Skills', 'Python', 'Oracle', 'Tableau', 'Power BI', 'data analysis', 'powerbi', 'sql']",30+ DAYS AGO
Data analyst,Peer To Peer HR Services,1-3 Yrs,Not disclosed,Udaipur,"['Biotechnology', 'Data analysis', 'Business Associate', 'Content writing', 'HR', 'Data Analyst', 'Management']",30+ DAYS AGO
Data Analyst,Skill Lync,1-5 Yrs,Not disclosed,Chennai,"['Communication Skills', 'Customer Experience', 'Workforce Management', 'Capacity Planning', 'Contact Center', 'Data Analyst', 'Operations', 'Rta']",30+ DAYS AGO
Consultant - Data Analyst,Dynamic Elements Technologies Pvt. Ltd.,3-6 Yrs,Not disclosed,Ahmedabad,"['SSIS', 'Power BI', 'Informatica', 'Etl Tool', 'Database Design']",30+ DAYS AGO
Data Analyst,RINA INDIA Pvt Ltd,1-3 Yrs,Not disclosed,Mumbai,"['Time management', 'Accounting', 'Management consulting', 'Consulting', 'VAT', 'Commerce', 'Data Analyst', 'MS Office']",30+ DAYS AGO
BI Data Analyst,Logitech G,1-6 Yrs,Not disclosed,Chennai,"['Unix', 'Data analysis', 'Analytical', 'Data collection', 'Data quality', 'SPSS', 'data visualization', 'Forecasting']",30+ DAYS AGO
Data Analyst,MyVirtualDesks,3-6 Yrs,Not disclosed,Pune,"['Administration', 'Lead generation', 'Research Lead', 'Transcription', 'Social media', 'Internet research', 'Data Analyst', 'CRM']",30+ DAYS AGO
Data Analyst,Sahasya Global Solutions,5-8 Yrs,Not disclosed,Hyderabad,"['Azure', 'IT Skills', 'Bidding', 'technical', 'Manager Technology', 'Data quality', 'Data Analyst', 'Monitoring']",30+ DAYS AGO
Data Analyst [ R ],D Source,2-4 Yrs,Not disclosed,Ambah,"['Advance Excel', 'Communication Skills', 'R', 'Vba', 'Power Bi', 'Analytical Skills', 'Data Analysis', 'Data Analyst']",30+ DAYS AGO
Data Analyst,fundinfo AG,1-2 Yrs,Not disclosed,Chennai,"['Financial sector', 'Mutual funds', 'Analytical', 'MS Outlook', 'Data Analyst', 'Asset management', 'MS Office']",30+ DAYS AGO
Data Analyst,Red Hat,1-4 Yrs,Not disclosed,Pune,"['Automation', 'Linux', 'Consulting', 'Data quality', 'Informatica', 'Information management', 'Open source', 'Business solutions']",19 DAYS AGO
Inventory Optimization Data Analyst,Optimas Solutions,2-3 Yrs,Not disclosed,Pune,"['Supply chain', 'Data analysis', 'Excel', 'Customer satisfaction', 'Supply chain solutions', 'HTTP', 'Data Analyst', 'Advanced Excel']",19 DAYS AGO
Data Analyst,Lemniscate Technologies,1-2 Yrs,"1,75,000 - 2,25,000 PA.",Noida,"['Countif', 'communication', 'Sumif', 'PivotTables Formulas', 'Sumifs', 'Countifs', 'Index', 'Match']",19 DAYS AGO
Data Analyst,Prumatech InfoSystems Pvt Ltd,6-11 Yrs,Not disclosed,rajasthan,"['IT Skills', 'Testing', 'SAP', 'Report generation', 'Automation', 'Inventory analysis', 'Analytical', 'Advanced Excel']",30+ DAYS AGO
Data Analyst,AWC Software Pvt. Ltd.,2-7 Yrs,"4,00,000 - 9,00,000 PA.","Noida, New Delhi, Gurgaon/Gurugram, Delhi / NCR
(WFH during Covid)","['Data Analysis', 'Big data']",30+ DAYS AGO
Data Analyst,Growth Guide,1-6 Yrs,"3,50,000 - 6,50,000 PA.",Noida,"['Multivariate Analysis', 'Academic Research', 'Factor Analysis', 'Advanced Excel', 'Educational Content', 'Regression Analysis', 'Academic Writing', 'R']",20 DAYS AGO
Data Analyst,NAV TECHNOLOGIES,1-4 Yrs,Not disclosed,Kochi,"['Big Data', 'Apache Spark', 'IT Skills', 'spark', 'Manager Technology', 'Data Analyst']",30+ DAYS AGO
Data Analyst - Data Governance,Moody's,1-2 Yrs,Not disclosed,Gurgaon/Gurugram,"['Financial Services', 'Data Analysis', 'Data Governance', 'Data Quality', 'Power Bi', 'Alteryx', 'Data Profiling', 'Data Cleansing']",19 DAYS AGO
Data Analyst,Evolent Health,5-10 Yrs,Not disclosed,Pune,"['clinical coding systems', 'Medical Claims', 'SQL', 'IT Skills', 'Testing', 'Oracle', 'data warehouse', 'Data Analyst']",20 DAYS AGO
Procurement Analyst / Data Analyst,GFG CORPORATE SERVICES INDIA PRIVATE LIMITED,10-20 Yrs,"15,00,000 - 30,00,000 PA.",Navi Mumbai,"['spend analysis', 'Power Bi', 'Planning Skills', 'cost saving', 'Power Bi Dashboards', 'Project Management', 'procurement', 'Analytical']",20 DAYS AGO
Credit Data Analyst,ION,4-7 Yrs,Not disclosed,Mumbai,"['written', 'Excel', 'Financial Analysis', 'Private Equity', 'Financial Institutions', 'Accounting', 'Finance', 'Electronic Trading']",30+ DAYS AGO
Data Analyst,AlphaSense,1-3 Yrs,Not disclosed,Pune,"['IT Skills', 'Tableau', 'Business Intelligence', 'Finance', 'Data Analysis', 'Data Analyst', 'Data Modeling', 'Analytics Reporting']",30+ DAYS AGO
Data Analyst,Envestnet | Yodlee,2-5 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,"['Excel', 'Financial Services', 'Use Cases', 'Analytical Skills', 'Finance', 'User Stories', 'Scrum', 'Data Analyst']",30+ DAYS AGO
Data Analyst,Design cafe,2-3 Yrs,Not disclosed,Mumbai,"['MIS reporting', 'Data analysis', 'Excel', 'Sales operations', 'VLOOKUP', 'Data Analyst', 'MIS generation', 'Powerpoint']",30+ DAYS AGO
data analyst,Disha Consultants,4-8 Yrs,Not disclosed,Jaipur,"['Automation', 'tableau', 'Excel', 'Sales operations', 'Data Analyst', 'Management', 'SQL scripting', 'Analytics']",30+ DAYS AGO
Data Analyst,Hexanika,2-5 Yrs,Not disclosed,Pune,"['IT Skills', 'Testing', 'Computer science', 'SQL queries', 'Data analysis', 'Data modeling', 'Bfsi', 'Relationship']",30+ DAYS AGO
IT Vacancy in Delhi- Data Analyst,Right Step Consulting,2-6 Yrs,Not disclosed,Delhi,"['Excel', 'Strong analytical skills', 'Technical', 'Database', 'Technical Lead', 'Commerce', 'Software', 'Data Analyst']",30+ DAYS AGO
Data Analyst - ETL/Data Mining,Aligned Automation,6-9 Yrs,Not disclosed,Pune,"['IT Skills', 'Quality Assurance', 'Computer science', 'data cleansing', 'Quality Assurance Analyst', 'Report generation', 'metadata', 'Data Analyst']",30+ DAYS AGO
Data Analyst - Growth,Skill Lync,2-6 Yrs,Not disclosed,Remote,"['Data Visualization', 'Data Analyst', 'Advanced Excel', 'Tableau', 'Kpis', 'Performance Analysis', 'Sql']",30+ DAYS AGO
Data Science/Data Analyst,Findoc Finvest Private Limited,4-7 Yrs,Not disclosed,Gurgaon/Gurugram,"['IT Skills', 'Java', 'Machine Learning', 'Javascript', 'Text mining', 'Google Analytics', 'Simulation', 'Coding']",30+ DAYS AGO
Big Data Analyst,Fusion Analytics World,2-5 Yrs,Not disclosed,Chennai,"['Graphics', 'SAS', 'ISO', 'Event management', 'Data processing', 'HTML', 'Data mining', 'Risk management']",30+ DAYS AGO
Data Analyst,ENTRO LABS PRIVATE LIMITED,2-7 Yrs,Not disclosed,Vijayawada,"['Web technologies', 'Coding', 'Application programming', 'Web development', 'model development', 'power bi', 'Data Analyst', 'Research']",30+ DAYS AGO
Sales Data Analyst,Mom Project,2-7 Yrs,Not disclosed,Remote,"['Sales', 'Sales operations', 'Staffing', 'Analytical', 'Flex', 'Market research', 'Data Analyst', 'microsoft']",30+ DAYS AGO
Data Analyst,99Plus IT Solutions,3-5 Yrs,Not disclosed,Vadodara,"['PPC', 'MS SQL', 'Google Analytics', 'XML', 'Analytical', 'Javascript', 'Business Development Executive', 'Data mining']",30+ DAYS AGO
Data Analyst,GTB,2-3 Yrs,Not disclosed,Chennai,"['Campaign planning', 'MIS reporting', 'data services', 'consumer marketing', 'Workflow', 'Genetics', 'Analytics', 'CRM']",24 DAYS AGO
Data Analyst,Myrsa Technology Solutions,1-4 Yrs,Not disclosed,Thane,"['business intelligence', 'gathering', 'analytical', 'Computer science', 'Prototype', 'Consulting', 'Data Analyst', 'Project planning']",30+ DAYS AGO
Data Analyst,Diya Systems (Mangalore) Pvt. Ltd.,4-9 Yrs,Not disclosed,Mangalore,"['verbal communication', 'Engineering', 'SQL', 'written', 'ISMS', 'Business Analyst', 'Web development', 'Manager Technology']",30+ DAYS AGO
Data Analyst,Infobizzs Services,2-5 Yrs,Not disclosed,Vadodara,"['Metabase', 'PowerBI', 'management', 'Superset', 'Data', 'Tableau']",30+ DAYS AGO
Data Analyst II,Venator Holdings,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Supply chain', 'Computer science', 'Data analysis', 'metadata', 'Interpersonal skills', 'Analytical', 'Data structures', 'Data Analyst']",30+ DAYS AGO
Data Analyst,Diverse Lynx,1-5 Yrs,Not disclosed,Pune,"['extraction', 'Oracle', 'SQL', 'communication', 'IT Skills', 'Business Analyst', 'Oracle SQL', 'Data Analyst']",30+ DAYS AGO
