title,company,expirence,salary,location,skill,date
Sr . Business Analyst II,Aspect,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Java', 'Project Management', 'BPO', 'project management', 'IVR', 'Analytical', 'Quality systems']",16 DAYS AGO
"Director| Manager - Product Manager (AI/ML, Big Data and AWS)",Spectral Consultants,9-19 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru","['Product management', 'Data management', 'Coding', 'Artificial Intelligence', 'Machine learning', 'big data', 'AWS', 'Analytics']",30+ DAYS AGO
Technical Architect- Digital Applications/Data/Cloud _Kochi/Bangalore,SUYATI TECHNOLOGIES PRIVATE LIMITED,8-13 Yrs,"20,00,000 - 35,00,000 PA.","Kochi/Cochin, Bangalore/Bengaluru
(WFH during Covid)","['IT Skills', 'Cloud', 'DevOps', 'AWS', '.Net', 'Salesforce', 'Azure', 'Cloud Services']",30+ DAYS AGO
Data Science Corporate Trainer - Bengaluru - In Office job,SKILLFLOOR SOLUTIONS PRIVATE LIMITED,1-6 Yrs,"2,50,000 - 5,00,000 PA.",Bangalore/Bengaluru,"['Training', 'deep learning', 'Soft Skills', 'Presentation Skills', 'python', 'Classroom Training', 'data science', 'Classroom Teaching']",18 DAYS AGO
Software Engineering - Engineer I,FICO,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"['big data analytics', 'XML', 'Artificial Intelligence', 'Web development', 'Machine learning', 'Anti money laundering', 'Javascript', 'Data structures']",30+ DAYS AGO
"Pre Sales Engineer/Consultant_SAAS based B2B, Blr",HR CENTRAL,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Sales Engineering', 'SAAS', 'Presales', 'Communication Skills', 'Selling', 'Product Sales', 'Artificial Intelligence', 'Channel Sales']",3 DAYS AGO
Data Analytics US timings Offshore,Xebia IT Architects,10-15 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru
(WFH during Covid)","['IT Skills', 'Cloud', 'Big Data', 'AWS', 'RPA', 'Azure', 'Big Data Analytics', 'Artificial Intelligence']",25 DAYS AGO
ETL Developer (Data and Reporting ),TeamPlus Staffing Solution Pvt Ltd,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Prototype', 'Data management', 'Artificial Intelligence', 'Machine learning', 'Scrum', 'SSIS', 'Business intelligence', 'microsoft']",30+ DAYS AGO
Software Development Engineer,McAfee,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Containerization', 'Spark', 'Kubernetes', 'IT Skills', 'Python', 'Software Development', 'Machine Learning', 'Artificial Intelligence']",29 DAYS AGO
Cyber Security-Engineer II,FICO,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Automation', 'cyber security', 'Information security', 'Artificial Intelligence', 'Machine learning', 'Anti money laundering', 'SIEM', 'splunk']",30 DAYS AGO
Senior / Lead Search Relevance Engineer,CareerXperts Consulting,4-8 Yrs,Not disclosed,Bengaluru,"['deep learning', 'Coding', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'SCALA', 'Information retrieval', 'Natural language processing']",30+ DAYS AGO
Hiring For Part Time Professors- Data Science and Business Analytics,AGAMLINC Edu Systems Pvt. Ltd.,5-10 Yrs,"4,00,000 - 6,00,000 PA.",Remote,"['Data Science', 'professor', 'Business Analytics', 'Professor Activities', 'Artificial Intelligence', 'Part Time', 'Machine Learning']",30+ DAYS AGO
Sr. Data Scientist-Machine Learning-Permanent Remote Job,Lending Tree Research Services LLP,3-8 Yrs,Not disclosed,Remote,"['data analysis', 'data', 'data modelling', 'Scientist', 'Data Analyst', 'Machine Learning', 'sql', 'analytics']",23 DAYS AGO
Brand Sales Specialist- Data & AI (West),IBM,15-20 Yrs,Not disclosed,Mumbai,"['Procurement', 'Client satisfaction', 'Executive', 'Solution selling', 'Business analytics', 'Legal', 'Account management', 'Data warehousing']",11 DAYS AGO
Technology Lead - Data Science / Machine Learning,Infosys,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'agile methodologies', 'Machine Learning', 'debugging', 'Digital Transformation', 'problem solving']",22 DAYS AGO
Research Scientist,IBM,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Java', 'Python', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Computer science', 'Telecom']",25 DAYS AGO
MEAN Stack Developer,BIZ2CREDIT INFO SERVICES PVT LTD,1-6 Yrs,Not disclosed,Remote,"['BPO', 'travel', 'algorithms', 'software development', 'design patterns', 'web technologies', 'Javascript', 'Programming']",2 DAYS AGO
Principal Architect_Hyderabad & Chennai,Aforeserve.com Ltd.,15-20 Yrs,"20,00,000 - 35,00,000 PA.","Hyderabad/Secunderabad, Chennai","['data architecture', 'aws', 'aws glue', 'data services', 'data analytics', 'technical leadership', 'data modeling', 'data science']",
Associate-Augmented Insights,Accenture,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,"['Publishing', 'Architecture', 'Artificial Intelligence', 'Consulting', 'Client relationship', 'professional services', 'Individual Contributor', 'Analytics']",2 DAYS AGO
TD-Compact Model Validation-3,Micron Tech,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Networking', 'Endpoint Security', 'IPS', 'Tensorflow', 'C++', 'Artificial Intelligence', 'Mobile Computing', 'Nand']",2 DAYS AGO
AI/ ML Developer For JIMS Rohini Sector-5,JIMS(Jagannath Gupta Memorial Educational Society),1-3 Yrs,"4,25,000 - 5,00,000 PA.",Delhi / NCR(Rohini),"['AI Developer', 'Artificial Intelligence', 'Ml Deployment', 'Python']",2 DAYS AGO
Non It Recruiter,Sulekha,2-5 Yrs,Not disclosed,Chennai(Perungudi),"['sales hiring', 'sales management', 'life cycle', 'screening resumes', 'negotiation skills', 'non it recruitment', 'social media', 'interview scheduling']",2 DAYS AGO
Technical Architect- Immediate Joiners,DMI Innovations Pvt. Ltd,6-11 Yrs,Not disclosed,"Noida, Pune, Chennai, Bangalore/Bengaluru","['VSTS', 'CI / CD', 'REST API', 'Azure', 'No - SQL Database', 'RDBMS', 'Data Lake', 'web services']",5 DAYS AGO
Technical Architect- Immediate Joiners,DMI Innovations Pvt. Ltd,6-11 Yrs,Not disclosed,"Noida, Pune, Chennai, Bangalore/Bengaluru","['IT Skills', 'Python', 'Data Science', 'Cloud', 'DevOps', 'Project Management', 'AWS', 'Data Scientist']",5 DAYS AGO
Dotnet Developer || IMMEDIATE JOINERS only,MLAI Digital,3-6 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","['Software Development', 'Dotnet', 'SQL', 'Microsoft Technologies', 'Technical Management', 'Detail Design', 'Artificial Intelligence', 'Image Processing']",5 DAYS AGO
Country Manager / CEO,Amethyst Partners,8-13 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru","['Compliance', 'management', 'Analytical', 'Artificial Intelligence', 'Manager Technology', 'Business management', 'Consultancy', 'Strategic leadership']",5 DAYS AGO
New H1B Visa Sponsorship For IT Professionals,RONDEIVU CONSULTANCY SERVICES PRIVATE LIMITED,2-7 Yrs,"50,000 - 2,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Communication', 'J2EE', 'Restful Api', 'Cloud administration', 'Angular JS', 'Microservices', 'Reach JS', 'Kubernetes']",5 DAYS AGO
Testing - Chatbot- PAN India,Concentrix,2-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['Automation Testing', 'IT Skills', 'Testing', 'Machine Learning', 'deep learning', 'test metrics', 'nlp', 'bot']",6 DAYS AGO
Sales Quality Assurance Manager,Salesken.ai,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['sales', 'QA', 'Sales Process', 'Artificial Intelligence', 'Quality Assurance']",3 DAYS AGO
Trainer,INFOMETIZ,2-5 Yrs,"5,00,000 - 10,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru","['Data Science', 'r', 'SAP FICO', 'Artificial Intelligence', 'Tableau', 'Medical Coding', 'Machine Learning', 'Cpc Certified']",3 DAYS AGO
Polyglot Developer,Ushur Technologies Private Limited,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['algorithms', 'Node.Js', 'javascript', 'IT Skills', 'Java', 'Python', 'Software Development', 'Artificial Intelligence']",3 DAYS AGO
Training Facilitator,TELLIGENT SUPPORT LLP,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Testing', 'Training', 'Training delivery', 'Curriculum development', 'international travel', 'Artificial Intelligence', 'Customer service']",4 DAYS AGO
Operations Manager,TELLIGENT SUPPORT LLP,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Service level', 'operational support', 'Workforce management', 'Staffing', 'Relationship building', 'Artificial Intelligence', 'Employee engagement', 'HR']",4 DAYS AGO
Human Resources Business Partner Manager,TELLIGENT SUPPORT LLP,4-11 Yrs,Not disclosed,Bangalore/Bengaluru,"['Training', 'Performance management', 'Management systems', 'Relationship building', 'Artificial Intelligence', 'HR policies', 'HR', 'Continuous improvement']",4 DAYS AGO
Campus Employee Experience Manager,TELLIGENT SUPPORT LLP,2-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Brand Ambassador', 'Artificial Intelligence', 'Focus', 'Employee engagement', 'Corporate', 'corporate events', 'Customer service', 'Management']",4 DAYS AGO
Looking For Dotnet Fullstack Opportunity,E&Y,7-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['technical design', 'emerging technologies', 'node.js', 'data analytics', 'peer reviews', 'artificial intelligence', 'nosql', 'azure']",5 DAYS AGO
Co founder - CTO @ official.page,official.page,5-10 Yrs,Not disclosed,"Bangalore/Bengaluru(Kumarapuram +2), Greater Noida(Techzone - 3), Delhi / NCR","['Application Programming', 'Algorithm Development', 'Software Development', 'Software Engineering', 'Artificial Intelligence', 'web technologies', 'PHP', 'Machine Learning']",5 DAYS AGO
Looking For Professionals Java Fullstack,E&Y,7-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","['IT Skills', 'Testing', 'Node.js', 'Azure', 'rdbms', 'java', 'togaf', 'iterative']",5 DAYS AGO
Senior Data Scientist (Engineer II Data Science),Adecco India Private Limited,4-6 Yrs,"8,00,000 - 11,00,000 PA.",Bangalore/Bengaluru,['data science'],6 DAYS AGO
"Amazon - Data Associate, Alexa Shopping, Chennai",Amazon,0-2 Yrs,"2,50,000 - 2,75,000 PA.",Chennai,"['Origin', 'Excel', 'Email', 'Searching', 'Office Skills', 'Data Analysis', 'Process Efficiency', 'MS Office']",
Lead Software Engineer - Autonomous Vehicles,ICAV Tech Pvt. Ltd.,1-6 Yrs,Not disclosed,Remote,"['Robot Operating System', 'Team Leading Skills', 'Autonomous Vehicle', 'C++', 'Driverless Cars', 'Artificial Intelligence', 'Debugging', 'Automotive']",8 DAYS AGO
Lead Software Engineer - Autonomous Vehicles,ICAV Tech Pvt. Ltd.,1-6 Yrs,Not disclosed,Remote,"['Robot Operating System', 'Team Leading Skills', 'Autonomous Vehicle', 'C++', 'Driverless Cars', 'Artificial Intelligence', 'Debugging', 'Automotive']",8 DAYS AGO
Lead Software Engineer - Autonomous Vehicles,ICAV Tech Pvt. Ltd.,1-6 Yrs,Not disclosed,Remote,"['Robot Operating System', 'Team Leading Skills', 'Autonomous Vehicle', 'C++', 'Driverless Cars', 'Artificial Intelligence', 'Debugging', 'Automotive']",15 DAYS AGO
Lead Software Engineer - Autonomous Vehicles,ICAV Tech Pvt. Ltd.,1-6 Yrs,Not disclosed,Remote,"['Robot Operating System', 'Team Leading Skills', 'Autonomous Vehicle', 'C++', 'Driverless Cars', 'Artificial Intelligence', 'Debugging', 'Automotive']",15 DAYS AGO
Senior Vice President - Analytics - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,8-13 Yrs,Not disclosed,Gurgaon/Gurugram,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Project Management', 'BPO', 'project management', 'Artificial Intelligence']",18 DAYS AGO
Hiring Fresher- Video Labelling - Pune,RANDSTAD INDIA PVT LTD,0-0 Yrs,"2,00,000 - 2,50,000 PA.","Pune
(WFH during Covid)","['Increase Productivity', 'Communication Skills', 'fresher', 'Artificial Intelligence', 'BE Fresher']",30+ DAYS AGO
Machine Learning Data Scientist,Xamplay,3-7 Yrs,Not disclosed,Bengaluru,"['Machine learning', 'data visualization']",30+ DAYS AGO
Senior Data Scientist,Visa,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Java', 'Python', 'Quality Assurance', 'Data Science', 'Project Management', 'Big Data', 'Scala']",30+ DAYS AGO
Sr Data Scientist,Fragma data systems pvt ltd,5-10 Yrs,Not disclosed,"Bangalore/Bengaluru
(WFH during Covid)","['data management', 'Data scientist', 'algorithms', 'Banking domain', 'predictive modeling']",23 DAYS AGO
Senior Data Scientist,Juniper Networks,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"['deep learning', 'Networking', 'data science', 'spark', 'Machine learning', 'Deployment', 'Analytics', 'Brand building']",30+ DAYS AGO
Senior Staff Data Scientist,Swiggy,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Product management', 'Publishing', 'Simulation', 'Machine learning', 'SCALA', 'Open source', 'SQL', 'Python']",30+ DAYS AGO
Data Scientist Machine Learning,Symmetrical Global Search Pvt Ltd,10-12 Yrs,Not disclosed,Bengaluru,"['deep learning', 'Data modeling', 'Coding', 'Machine learning', 'E-commerce', 'HTML', 'HR']",30+ DAYS AGO
Machine Learning-data scientist,Diverse Lynx,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,['Machine learning'],30+ DAYS AGO
Data Scientist Machine Learning (Commerce BU),Blue Yonder,4-8 Yrs,Not disclosed,Bengaluru,"['Supply chain', 'Computer science', 'Retail', 'Sales', 'data science', 'Machine learning', 'big data', 'Monitoring']",30+ DAYS AGO
Data Scientist Machine Learning (Commerce BU),Blue Yonder,4-8 Yrs,Not disclosed,Bengaluru,"['machine learning', 'IT Skills', 'Data Science', 'Supply chain', 'Sales', 'Product sales', 'Hardware', 'data enrichment']",30+ DAYS AGO
Python Developer Lead,DIGICLOUDIT SOLUTIONS LLP,5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru","['RESTful APIs', 'RESTful', 'Golang', 'Automation Studio', 'Django Rest Api', 'Artificial Intelligence', 'Django', 'Neural Networks']",
Urgent Opening-Lead ML Developer - Immediate Joiner,Wipro,7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Pune","['IT Skills', 'Python', 'Cloud', 'Pytorch', 'Tensorflow', 'Segmentation', 'Artificial Intelligence', 'Classification']",30+ DAYS AGO
ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,8-10 Yrs,Not disclosed,Gurgaon/Gurugram,"['Google Cloud Platform', 'Python', 'SQL', 'IT Skills', 'Machine Learning', 'Cloud', 'Oracle', 'MS SQL']",30+ DAYS AGO
ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,"['analytics', 'Machine Learning', 'Statistical Models', 'IT Skills', 'Python', 'Artificial Intelligence', 'Cloud', 'Oracle']",30+ DAYS AGO
Hiring_Level 0 Support Technology Lead,Allegis Services India Pvt. Ltd.,9-13 Yrs,Not disclosed,"Kochi/Cochin, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram","['customer satisfaction', 'quality standards', 'service delivery management', 'business case', 'artificial intelligence']",13 DAYS AGO
ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,8-10 Yrs,Not disclosed,Mumbai,"['Google Cloud Platform', 'Machine Learning', 'SQL', 'IT Skills', 'Python', 'Cloud', 'Oracle', 'MS SQL']",30+ DAYS AGO
ACN - Applied Intelligence - GCP - Data Science - 08,Accenture,1-5 Yrs,Not disclosed,Mumbai,"['Data Science', 'Applied Intelligence', 'GCP', 'BigQuery', 'AutoML', 'Python', 'AI', 'machine learning']",30+ DAYS AGO
Delivery Module Lead,Mphasis,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['NLP', 'Machine Learning', 'Python', 'chatbot', 'NoSQL', 'Artificial Intelligence', 'MySQL', 'graph Database']",24 DAYS AGO
ACN - Applied Intelligence - GCP - Data Science - 10,Accenture,4-8 Yrs,Not disclosed,Chennai,"['Applied Intelligence', 'IT Skills', 'Testing', 'Project Management', 'Big Data', 'BPO', 'project management', 'Data Science']",30+ DAYS AGO
Practice Leader,Wipro,15-24 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)
(WFH during Covid)","['Artificial Intelligence', 'Practice Management', 'Machine Learning', 'IT Skills', 'Cloud', 'DevOps', 'Talent Engagement', 'NLP']",30+ DAYS AGO
Senior Applied Scientist,MindTickle,10-15 Yrs,Not disclosed,Pune,"['Nlp', 'Artificial Intelligence', 'C + +', 'Natural Language Processing', 'Computer Science', 'Machine Learning', 'Deep Learning', 'Python']",30+ DAYS AGO
ACN - Applied Intelligence - GCP - Data Science,Accenture,2-7 Yrs,Not disclosed,Mumbai,"['MS SQL', 'people management skills', 'Data management', 'IT Skills', 'Python', 'Machine Learning', 'Artificial Intelligence', 'Cloud']",30+ DAYS AGO
Machine Learning Seniors,Walking Tree Consultancy Services pvt Ltd,2-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, New Delhi","['Tensorflow', 'Python', 'Pandas', 'Gitlab', 'written communication', 'Jupyter', 'MongoDB', 'GitHub']",30+ DAYS AGO
Business Analyst,Wavelabs Technologies Private Limited,0-4 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Communication', 'Written', 'MS Office', 'Interpersonal skills', 'Business Analyst', 'Artificial Intelligence', 'Machine learning', 'Agile']",30+ DAYS AGO
Technical Support Analyst,Haptik,0-3 Yrs,Not disclosed,Mumbai,"['Support Analyst', 'Artificial Intelligence', 'Technical Support Analyst', 'Debugging', 'Agile', 'Manager Technology', 'Research', 'Troubleshooting']",30+ DAYS AGO
Data Scientist-Client Engineering,IBM,10-15 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Automation', 'Analytical']",26 DAYS AGO
"Senior Advisor, Data Engineering",Dell,9-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Engineering', 'Microsoft SQL Server', 'SQL', 'IT Skills', 'Oracle', 'Big Data', 'Storm', 'SSAS']",4 DAYS AGO
Senior Data Engineer,Shell,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,"['Azure', 'SQL', 'Python', 'Pyspark', 'NoSQL', 'Scalability', 'SCALA', 'Big Data']",4 DAYS AGO
Senior AI Data Engineer,Blueshift,4-6 Yrs,Not disclosed,Pune,"['IT Skills', 'Machine Learning', 'Cloud', 'DevOps', 'Big Data', 'AWS', 'SAN', 'Usage']",30+ DAYS AGO
Senior Engineer - AI (Data Science Focus),T2 Innovations,4-6 Yrs,Not disclosed,Chennai,"['Computer science', 'Prototype', 'data science', 'Image processing', 'Machine learning', 'Agile', 'Data structures', 'HTML']",30+ DAYS AGO
Associate Manager-Insights and Intelligence,Accenture,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['Publishing', 'Architecture', 'management', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'business case development', 'Management']",9 DAYS AGO
Associate Manager-Insights and Intelligence,Accenture,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Business administration', 'Publishing', 'Architecture']",10 DAYS AGO
Associate Manager-Insights & Intelligence,Accenture,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Artificial Intelligence', 'Cloud', 'Big Data', 'AWS', 'Business administration', 'Backend', 'Publishing']",11 DAYS AGO
Associate Manager-Insights & Intelligence,Accenture,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Artificial Intelligence', 'Cloud', 'Project Management', 'BPO', 'project management', 'Business administration', 'Publishing']",13 DAYS AGO
Associate Manager-Insights and Intelligence,Accenture,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Publishing', 'Architecture']",13 DAYS AGO
Associate Manager-Insights & Intelligence,Accenture,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Machine Learning', 'Artificial Intelligence', 'Publishing', 'Architecture', 'management', 'Consulting', 'Natural language processing']",13 DAYS AGO
Senior Full Stack Visualization Engineer - with Kimberly-Clark,Allegis Services India Pvt. Ltd.,5-10 Yrs,"25,00,000 - 35,00,000 PA.",Bangalore/Bengaluru,"['IT Skills', 'Python', 'Testing', 'Cloud', 'Node.js', 'AWS', 'Tableau', 'Azure']",25 DAYS AGO
Manager-Insights and Intelligence,Accenture,13-18 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Artificial Intelligence', 'Cloud', 'Automation', 'Publishing', 'Architecture', 'management', 'Process improvement']",9 DAYS AGO
Manager-Insights & Intelligence,Accenture,13-18 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Artificial Intelligence', 'Cloud', 'Project Management', 'BPO', 'project management', 'Business administration', 'Automation']",10 DAYS AGO
ACN - Applied Intelligence - C4DI - Talent & Organization - 06,Accenture,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,"['PMP', 'Change management', 'Business transformation', 'Data management', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'data governance']",12 DAYS AGO
Manager-Insights and Intelligence,Accenture,13-18 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Artificial Intelligence', 'Cloud', 'Project Management', 'BPO', 'project management', 'Business administration', 'Automation']",13 DAYS AGO
Manager-Insights and Intelligence,Accenture,13-18 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Python', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Automation', 'Publishing', 'Architecture']",13 DAYS AGO
Manager-Insights and Intelligence,Accenture,13-18 Yrs,Not disclosed,Chennai,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Business administration', 'Automation']",6 DAYS AGO
Machine Learning & Computer Vision Engineer - Work From Home,Selective Global Search Pvt. Ltd.,4-7 Yrs,"30,00,000 - 35,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","['matplotlib', 'Linux', 'TensorFlow', '3D computer vision', 'numpy', 'PIL', 'TensorFlow Lite', 'Keras']",30+ DAYS AGO
Product Manager- Artificial Intiligence/Machine Learning-(AI-ML),Pioneer Manpower Solutions,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,"['Product Manager', 'Machine Learning', 'Artificial Intiligence', 'IT Skills', 'Data Science', 'Cloud', 'Product Management', 'Program Management']",30+ DAYS AGO
Associate Professional - Data Scientist / Analytics,Sutherland Global Services Inc,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Python', 'communication', 'analytical', 'R', 'Text Analytics', 'SQL', 'SAS', 'IT Skills']",9 DAYS AGO
Lead Data Scientist - Deep Learning/machine Learning,Confidential,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['written', 'Cluster analysis', 'Linear Regression', 'Caffe', 'verbal', 'gradient descent', 'PyTorch', 'SAS']",7 DAYS AGO
Consultant / Sr Consultant - Azure Architect,Fractal Analytics,7-12 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru","['Architect', 'Translation', 'Architecture', 'Financial sector', 'Artificial Intelligence', 'Director', 'Manager Technology', 'Healthcare']",30+ DAYS AGO
AI Scientist,Target,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Operations research', 'Prototype', 'Artificial Intelligence', 'Machine learning', 'SCALA', 'Agile', 'Scrum']",30+ DAYS AGO
Immediate opportunity For AI Machine Learning Developer,HTL Co India Pvt Ltd,4-6 Yrs,"5,00,000 - 11,00,000 PA.",Bangalore/Bengaluru,"['Opencv', 'Machine Learning', 'Python', 'IT Skills', 'Artificial Intelligence', 'Tensorflow', 'Cnn', 'C++']",23 DAYS AGO
AI Scientist,truelark,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Python', 'Tensorflow', 'Java', 'written', 'spoken communication', 'Torch', 'artificial intelligence', 'C / C++']",30+ DAYS AGO
Research Scientist - ICMR AI - ENT Study,St. JohnÃ¢Â?Â?s Research Institute,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Research Scientist', 'Artificial Intelligence', 'Neural Networks', 'Android']",30+ DAYS AGO
Senior Software Developer,Cunesoft India Private Limited (a Phlexglobal Company),5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['data mining technologies', 'programming language', 'communication skills', 'IT Skills', 'Java', 'Python', 'Testing', 'Data Science']",23 DAYS AGO
Senior UX Designer,Fractal Analytics,5-8 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru","['User research', 'Solution design', 'User interface designing', 'Artificial Intelligence', 'Consulting', 'Javascript', 'Adobe', 'Analytics']",30+ DAYS AGO
Senior Design Researcher,Fractal Analytics,2-5 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru","['User research', 'data science', 'User interface designing', 'Artificial Intelligence', 'Research', 'international clients', 'Business understanding', 'Analytics']",30+ DAYS AGO
REINFORCEMENT LEARNING ENGINEER,Global Talent Pool,1-2 Yrs,Not disclosed,Bengaluru,"['Architecture', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Programming', 'System design', 'Information retrieval', 'Application development']",30+ DAYS AGO
Machine Learning SSE,CGI Information Systems and Management Consultants Private Limited,3-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['Data Science', 'Artificial Intelligence', 'Machine Learning', 'software architecture', 'Linux', 'Python', 'data structures', 'PyTorch']",30+ DAYS AGO
Sr. Python developer,Azine Technologies,4-9 Yrs,"5,50,000 - 8,50,000 PA.",Ahmedabad,"['IT Skills', 'Python', 'Artificial Intelligence', 'Django', 'Neural Networks', 'Computer Vision', 'python developer', 'Machine Learning']",6 DAYS AGO
Machine Learning Architect @ Innova Solutions - Chennai / Pune,Innova Solutions Private Limited,9-13 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai","['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Product Management', 'Big Data Analytics']",30+ DAYS AGO
Machine Learning Architect,Netmeds,5-10 Yrs,Not disclosed,Chennai,"['Design', 'Data Science', 'Pattern Recognition', 'Artificial Intelligence', 'Neural Networks', 'Big Data', 'ci/cd', 'Computer Vision']",30+ DAYS AGO
Spark Backend Data Engineer AI/ML US Startup,CareerXperts Consulting,1-4 Yrs,Not disclosed,Bengaluru,"['Backend', 'spark', 'Business analytics', 'Agile development', 'Web development', 'Machine learning', 'SCALA', 'J2Ee']",30+ DAYS AGO
Technology Analyst: Data Science | Machine Learning,Infosys,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'Testing tools', 'Machine Learning', 'IT Skills', 'Python', 'Testing', 'Quality Assurance', 'Architecture']",29 DAYS AGO
Required! Data Scientist Executives,Web King Services,0-5 Yrs,"1,75,000 - 4,00,000 PA.","Hyderabad/Secunderabad, Delhi / NCR
(WFH during Covid)","['Data mining', 'Data Science', 'Data Scraping', 'part time']",20 DAYS AGO
